"locdisplayid","agentinvoice_invid","agentinvoice_finidn","agentinvoice_productid","sales_type","totalcount","amount"
"004001","2946","0501",66,"119",0,"0.96224708900"
"004001","2946","0501",66,"119",0,"0.96798352400"
"004001","2946","0501",66,"119",0,"0.97008987100"
"004001","2946","0501",71,"119",0,"0.95835005400"
"004001","2946","0501",71,"119",0,"0.96024559600"
"004001","2946","0501",71,"119",0,"0.96224708900"
"004001","2946","0501",71,"119",0,"0.96798352400"
"004001","2946","0501",71,"119",0,"0.97008987100"
"004002","2946","1301",9,"119",0,"0.96532110100"
"004002","2946","1301",9,"119",0,"0.97184403700"
"004002","2946","1301",11,"119",0,"0.95903014400"
"004002","2946","1301",23,"119",0,"0.95835005400"
"004002","2946","1301",23,"119",0,"0.96024559600"
"004002","2946","1301",23,"119",0,"0.96224708900"
"004002","2946","1301",23,"119",0,"0.96798352400"
"004002","2946","1301",23,"119",0,"0.97008987100"
"004002","2946","1301",66,"119",0,"0.95835005400"
"004002","2946","1301",66,"119",0,"0.96024559600"
"004002","2946","1301",66,"119",0,"0.96224708900"
"004002","2946","1301",66,"119",0,"0.96798352400"
"004002","2946","1301",66,"119",0,"0.97008987100"
"004002","2946","1301",71,"119",0,"0.95835005400"
"004002","2946","1301",71,"119",0,"0.96024559600"
"004002","2946","1301",71,"119",0,"0.96224708900"
"004002","2946","1301",71,"119",0,"0.96798352400"
"004002","2946","1301",71,"119",0,"0.97008987100"
"004006","2946","0302",9,"119",0,"0.96532110100"
"004006","2946","0302",9,"119",0,"0.97184403700"
"004006","2946","0302",11,"119",0,"0.95903014400"
"004006","2946","0302",23,"119",0,"0.95835005400"
"004006","2946","0302",23,"119",0,"0.96024559600"
"004006","2946","0302",23,"119",0,"0.96224708900"
"004006","2946","0302",23,"119",0,"0.96798352400"
"004006","2946","0302",23,"119",0,"0.97008987100"
"004006","2946","0302",66,"119",0,"0.95835005400"
"004006","2946","0302",66,"119",0,"0.96024559600"
"004006","2946","0302",66,"119",0,"0.96224708900"
"004006","2946","0302",66,"119",0,"0.96798352400"
"004006","2946","0302",66,"119",0,"0.97008987100"
"004006","2946","0302",71,"119",0,"0.95835005400"
"004006","2946","0302",71,"119",0,"0.96024559600"
"004006","2946","0302",71,"119",0,"0.96224708900"
"004006","2946","0302",71,"119",0,"0.96798352400"
"004006","2946","0302",71,"119",0,"0.97008987100"
"004007","2946","0302",9,"119",0,"0.96532110100"
"004007","2946","0302",9,"119",0,"0.97184403700"
"004007","2946","0302",11,"119",0,"0.95903014400"
"004007","2946","0302",23,"119",0,"0.95835005400"
"004007","2946","0302",23,"119",0,"0.96024559600"
"004007","2946","0302",23,"119",0,"0.96224708900"
"004007","2946","0302",23,"119",0,"0.96798352400"
"004007","2946","0302",23,"119",0,"0.97008987100"
"004007","2946","0302",66,"119",0,"0.95835005400"
"004007","2946","0302",66,"119",0,"0.96024559600"
"004007","2946","0302",66,"119",0,"0.96224708900"
"004007","2946","0302",66,"119",0,"0.96798352400"
"004007","2946","0302",66,"119",0,"0.97008987100"
"004007","2946","0302",71,"119",0,"0.95835005400"
"004007","2946","0302",71,"119",0,"0.96024559600"
"004007","2946","0302",71,"119",0,"0.96224708900"
"004007","2946","0302",71,"119",0,"0.96798352400"
"004007","2946","0302",71,"119",0,"0.97008987100"
"004101","2946","1301",9,"119",0,"0.96532110100"
"004101","2946","1301",9,"119",0,"0.97184403700"
"004101","2946","1301",11,"119",0,"0.95903014400"
"004101","2946","1301",23,"119",0,"0.95835005400"
"004101","2946","1301",23,"119",0,"0.96024559600"
"004101","2946","1301",23,"119",0,"0.96224708900"
"004101","2946","1301",23,"119",0,"0.96798352400"
"004101","2946","1301",23,"119",0,"0.97008987100"
"004101","2946","1301",66,"119",0,"0.95835005400"
"004101","2946","1301",66,"119",0,"0.96024559600"
"004101","2946","1301",66,"119",0,"0.96224708900"
"004101","2946","1301",66,"119",0,"0.96798352400"
"004101","2946","1301",66,"119",0,"0.97008987100"
"004101","2946","1301",71,"119",0,"0.95835005400"
"004101","2946","1301",71,"119",0,"0.96024559600"
"004101","2946","1301",71,"119",0,"0.96224708900"
"004101","2946","1301",71,"119",0,"0.96798352400"
"004101","2946","1301",71,"119",0,"0.97008987100"
"004202","2946","0501",9,"119",0,"0.96532110100"
"004202","2946","0501",9,"119",0,"0.97184403700"
"004202","2946","0501",11,"119",0,"0.95903014400"
"004202","2946","0501",23,"119",0,"0.95835005400"
"004202","2946","0501",23,"119",0,"0.96024559600"
"004202","2946","0501",23,"119",0,"0.96224708900"
"004202","2946","0501",23,"119",0,"0.96798352400"
"004202","2946","0501",23,"119",0,"0.97008987100"
"004202","2946","0501",66,"119",0,"0.95835005400"
"004202","2946","0501",66,"119",0,"0.96024559600"
"004202","2946","0501",66,"119",0,"0.96224708900"
"004202","2946","0501",66,"119",0,"0.96798352400"
"004202","2946","0501",66,"119",0,"0.97008987100"
"004202","2946","0501",71,"119",0,"0.95835005400"
"004202","2946","0501",71,"119",0,"0.96024559600"
"004202","2946","0501",71,"119",0,"0.96224708900"
"004202","2946","0501",71,"119",0,"0.96798352400"
"004202","2946","0501",71,"119",0,"0.97008987100"
"004303","2946","0202",9,"119",0,"0.96532110100"
"004303","2946","0202",9,"119",0,"0.97184403700"
"004303","2946","0202",11,"119",0,"0.95903014400"
"004303","2946","0202",23,"119",0,"0.95835005400"
"004303","2946","0202",23,"119",0,"0.96024559600"
"004303","2946","0202",23,"119",0,"0.96224708900"
"004303","2946","0202",23,"119",0,"0.96798352400"
"004303","2946","0202",23,"119",0,"0.97008987100"
"004303","2946","0202",66,"119",0,"0.95835005400"
"004303","2946","0202",66,"119",0,"0.96024559600"
"004303","2946","0202",66,"119",0,"0.96224708900"
"004303","2946","0202",66,"119",0,"0.96798352400"
"004303","2946","0202",66,"119",0,"0.97008987100"
"004303","2946","0202",71,"119",0,"0.95835005400"
"004303","2946","0202",71,"119",0,"0.96024559600"
"004303","2946","0202",71,"119",0,"0.96224708900"
"004303","2946","0202",71,"119",0,"0.96798352400"
"004303","2946","0202",71,"119",0,"0.97008987100"
"004401","2946","0501",9,"119",0,"0.96532110100"
"004401","2946","0501",9,"119",0,"0.97184403700"
"004401","2946","0501",11,"119",0,"0.95903014400"
"004401","2946","0501",23,"119",0,"0.95835005400"
"004401","2946","0501",23,"119",0,"0.96024559600"
"004401","2946","0501",23,"119",0,"0.96224708900"
"004401","2946","0501",23,"119",0,"0.96798352400"
"004401","2946","0501",23,"119",0,"0.97008987100"
"004401","2946","0501",66,"119",0,"0.95835005400"
"004401","2946","0501",66,"119",0,"0.96024559600"
"004401","2946","0501",66,"119",0,"0.96224708900"
"004401","2946","0501",66,"119",0,"0.96798352400"
"004401","2946","0501",66,"119",0,"0.97008987100"
"004401","2946","0501",71,"119",0,"0.95835005400"
"004401","2946","0501",71,"119",0,"0.96024559600"
"004401","2946","0501",71,"119",0,"0.96224708900"
"004401","2946","0501",71,"119",0,"0.96798352400"
"004401","2946","0501",71,"119",0,"0.97008987100"
"004402","2946","0201",9,"119",0,"0.96532110100"
"004402","2946","0201",9,"119",0,"0.97184403700"
"004402","2946","0201",11,"119",0,"0.95903014400"
"004402","2946","0201",23,"119",0,"0.95835005400"
"004402","2946","0201",23,"119",0,"0.96024559600"
"004402","2946","0201",23,"119",0,"0.96224708900"
"004402","2946","0201",23,"119",0,"0.96798352400"
"004402","2946","0201",23,"119",0,"0.97008987100"
"004402","2946","0201",66,"119",0,"0.95835005400"
"004402","2946","0201",66,"119",0,"0.96024559600"
"004402","2946","0201",66,"119",0,"0.96224708900"
"004402","2946","0201",66,"119",0,"0.96798352400"
"004402","2946","0201",66,"119",0,"0.97008987100"
"004402","2946","0201",71,"119",0,"0.95835005400"
"004402","2946","0201",71,"119",0,"0.96024559600"
"004402","2946","0201",71,"119",0,"0.96224708900"
"004402","2946","0201",71,"119",0,"0.96798352400"
"004402","2946","0201",71,"119",0,"0.97008987100"
"004404","2946","0302",9,"119",0,"0.96532110100"
"004404","2946","0302",9,"119",0,"0.97184403700"
"004404","2946","0302",11,"119",0,"0.95903014400"
"004404","2946","0302",23,"119",0,"0.95835005400"
"004404","2946","0302",23,"119",0,"0.96024559600"
"004404","2946","0302",23,"119",0,"0.96224708900"
"004404","2946","0302",23,"119",0,"0.96798352400"
"004404","2946","0302",23,"119",0,"0.97008987100"
"004404","2946","0302",66,"119",0,"0.95835005400"
"004404","2946","0302",66,"119",0,"0.96024559600"
"004404","2946","0302",66,"119",0,"0.96224708900"
"004404","2946","0302",66,"119",0,"0.96798352400"
"004404","2946","0302",66,"119",0,"0.97008987100"
"004404","2946","0302",71,"119",0,"0.95835005400"
"004404","2946","0302",71,"119",0,"0.96024559600"
"004404","2946","0302",71,"119",0,"0.96224708900"
"004404","2946","0302",71,"119",0,"0.96798352400"
"004404","2946","0302",71,"119",0,"0.97008987100"
"004501","2946","0501",9,"119",0,"0.96532110100"
"004501","2946","0501",9,"119",0,"0.97184403700"
"004501","2946","0501",11,"119",0,"0.95903014400"
"004501","2946","0501",23,"119",0,"0.95835005400"
"004501","2946","0501",23,"119",0,"0.96024559600"
"004501","2946","0501",23,"119",0,"0.96224708900"
"004501","2946","0501",23,"119",0,"0.96798352400"
"004501","2946","0501",23,"119",0,"0.97008987100"
"004501","2946","0501",66,"119",0,"0.95835005400"
"004501","2946","0501",66,"119",0,"0.96024559600"
"004501","2946","0501",66,"119",0,"0.96224708900"
"004501","2946","0501",66,"119",0,"0.96798352400"
"004501","2946","0501",66,"119",0,"0.97008987100"
"004501","2946","0501",71,"119",0,"0.95835005400"
"004501","2946","0501",71,"119",0,"0.96024559600"
"004501","2946","0501",71,"119",0,"0.96224708900"
"004501","2946","0501",71,"119",0,"0.96798352400"
"004501","2946","0501",71,"119",0,"0.97008987100"
"004601","2946","0501",9,"119",0,"0.96532110100"
"004601","2946","0501",9,"119",0,"0.97184403700"
"004601","2946","0501",11,"119",0,"0.95903014400"
"004601","2946","0501",23,"119",0,"0.95835005400"
"004601","2946","0501",23,"119",0,"0.96024559600"
"004601","2946","0501",23,"119",0,"0.96224708900"
"004601","2946","0501",23,"119",0,"0.96798352400"
"004601","2946","0501",23,"119",0,"0.97008987100"
"004601","2946","0501",66,"119",0,"0.95835005400"
"004601","2946","0501",66,"119",0,"0.96024559600"
"004601","2946","0501",66,"119",0,"0.96224708900"
"004601","2946","0501",66,"119",0,"0.96798352400"
"004601","2946","0501",66,"119",0,"0.97008987100"
"004601","2946","0501",71,"119",0,"0.95835005400"
"004601","2946","0501",71,"119",0,"0.96024559600"
"004601","2946","0501",71,"119",0,"0.96224708900"
"004601","2946","0501",71,"119",0,"0.96798352400"
"004601","2946","0501",71,"119",0,"0.97008987100"
"004602","2946","0201",9,"119",0,"0.96532110100"
"004602","2946","0201",9,"119",0,"0.97184403700"
"004602","2946","0201",11,"119",0,"0.95903014400"
"004602","2946","0201",23,"119",0,"0.95835005400"
"004602","2946","0201",23,"119",0,"0.96024559600"
"004602","2946","0201",23,"119",0,"0.96224708900"
"004602","2946","0201",23,"119",0,"0.96798352400"
"004602","2946","0201",23,"119",0,"0.97008987100"
"004602","2946","0201",66,"119",0,"0.95835005400"
"004602","2946","0201",66,"119",0,"0.96024559600"
"004602","2946","0201",66,"119",0,"0.96224708900"
"004602","2946","0201",66,"119",0,"0.96798352400"
"004602","2946","0201",66,"119",0,"0.97008987100"
"004602","2946","0201",71,"119",0,"0.95835005400"
"004602","2946","0201",71,"119",0,"0.96024559600"
"004602","2946","0201",71,"119",0,"0.96224708900"
"004602","2946","0201",71,"119",0,"0.96798352400"
"004602","2946","0201",71,"119",0,"0.97008987100"
"004604","2946","0201",9,"119",0,"0.96532110100"
"004604","2946","0201",9,"119",0,"0.97184403700"
"004604","2946","0201",11,"119",0,"0.95903014400"
"004604","2946","0201",23,"119",0,"0.95835005400"
"004604","2946","0201",23,"119",0,"0.96024559600"
"004604","2946","0201",23,"119",0,"0.96224708900"
"004604","2946","0201",23,"119",0,"0.96798352400"
"004604","2946","0201",23,"119",0,"0.97008987100"
"004604","2946","0201",66,"119",0,"0.95835005400"
"004604","2946","0201",66,"119",0,"0.96024559600"
"004604","2946","0201",66,"119",0,"0.96224708900"
"004604","2946","0201",66,"119",0,"0.96798352400"
"004604","2946","0201",66,"119",0,"0.97008987100"
"004604","2946","0201",71,"119",0,"0.95835005400"
"004604","2946","0201",71,"119",0,"0.96024559600"
"004604","2946","0201",71,"119",0,"0.96224708900"
"004604","2946","0201",71,"119",0,"0.96798352400"
"004604","2946","0201",71,"119",0,"0.97008987100"
"004605","2946","0201",9,"119",0,"0.96532110100"
"004605","2946","0201",9,"119",0,"0.97184403700"
"004605","2946","0201",11,"119",0,"0.95903014400"
"004605","2946","0201",23,"119",0,"0.95835005400"
"004605","2946","0201",23,"119",0,"0.96024559600"
"004605","2946","0201",23,"119",0,"0.96224708900"
"004605","2946","0201",23,"119",0,"0.96798352400"
"004605","2946","0201",23,"119",0,"0.97008987100"
"004605","2946","0201",66,"119",0,"0.95835005400"
"004605","2946","0201",66,"119",0,"0.96024559600"
"004605","2946","0201",66,"119",0,"0.96224708900"
"004605","2946","0201",66,"119",0,"0.96798352400"
"004605","2946","0201",66,"119",0,"0.97008987100"
"004605","2946","0201",71,"119",0,"0.95835005400"
"004605","2946","0201",71,"119",0,"0.96024559600"
"004605","2946","0201",71,"119",0,"0.96224708900"
"004605","2946","0201",71,"119",0,"0.96798352400"
"004605","2946","0201",71,"119",0,"0.97008987100"
"004606","2946","0501",9,"119",0,"0.96532110100"
"004606","2946","0501",9,"119",0,"0.97184403700"
"004606","2946","0501",11,"119",0,"0.95903014400"
"004606","2946","0501",23,"119",0,"0.95835005400"
"004606","2946","0501",23,"119",0,"0.96024559600"
"004606","2946","0501",23,"119",0,"0.96224708900"
"004606","2946","0501",23,"119",0,"0.96798352400"
"004606","2946","0501",23,"119",0,"0.97008987100"
"004606","2946","0501",66,"119",0,"0.95835005400"
"004606","2946","0501",66,"119",0,"0.96024559600"
"004606","2946","0501",66,"119",0,"0.96224708900"
"004606","2946","0501",66,"119",0,"0.96798352400"
"004606","2946","0501",66,"119",0,"0.97008987100"
"004606","2946","0501",71,"119",0,"0.95835005400"
"004606","2946","0501",71,"119",0,"0.96024559600"
"004606","2946","0501",71,"119",0,"0.96224708900"
"004606","2946","0501",71,"119",0,"0.96798352400"
"004606","2946","0501",71,"119",0,"0.97008987100"
"004607","2946","0202",9,"119",0,"0.96532110100"
"004607","2946","0202",9,"119",0,"0.97184403700"
"004607","2946","0202",11,"119",0,"0.95903014400"
"004607","2946","0202",23,"119",0,"0.95835005400"
"004607","2946","0202",23,"119",0,"0.96024559600"
"004607","2946","0202",23,"119",0,"0.96224708900"
"004607","2946","0202",23,"119",0,"0.96798352400"
"004607","2946","0202",23,"119",0,"0.97008987100"
"004607","2946","0202",66,"119",0,"0.95835005400"
"004607","2946","0202",66,"119",0,"0.96024559600"
"004607","2946","0202",66,"119",0,"0.96224708900"
"004607","2946","0202",66,"119",0,"0.96798352400"
"004607","2946","0202",66,"119",0,"0.97008987100"
"004607","2946","0202",71,"119",0,"0.95835005400"
"004607","2946","0202",71,"119",0,"0.96024559600"
"004607","2946","0202",71,"119",0,"0.96224708900"
"004607","2946","0202",71,"119",0,"0.96798352400"
"004607","2946","0202",71,"119",0,"0.97008987100"
"004609","2946","0202",9,"119",0,"0.96532110100"
"004609","2946","0202",9,"119",0,"0.97184403700"
"004609","2946","0202",11,"119",0,"0.95903014400"
"004609","2946","0202",23,"119",0,"0.95835005400"
"004609","2946","0202",23,"119",0,"0.96024559600"
"004609","2946","0202",23,"119",0,"0.96224708900"
"004609","2946","0202",23,"119",0,"0.96798352400"
"004609","2946","0202",23,"119",0,"0.97008987100"
"004609","2946","0202",66,"119",0,"0.95835005400"
"004609","2946","0202",66,"119",0,"0.96024559600"
"004609","2946","0202",66,"119",0,"0.96224708900"
"004609","2946","0202",66,"119",0,"0.96798352400"
"004609","2946","0202",66,"119",0,"0.97008987100"
"004609","2946","0202",71,"119",0,"0.95835005400"
"004609","2946","0202",71,"119",0,"0.96024559600"
"004609","2946","0202",71,"119",0,"0.96224708900"
"004609","2946","0202",71,"119",0,"0.96798352400"
"004609","2946","0202",71,"119",0,"0.97008987100"
"004610","2946","0401",9,"119",0,"0.96532110100"
"004610","2946","0401",9,"119",0,"0.97184403700"
"004610","2946","0401",11,"119",0,"0.95903014400"
"004610","2946","0401",23,"119",0,"0.95835005400"
"004610","2946","0401",23,"119",0,"0.96024559600"
"004610","2946","0401",23,"119",0,"0.96224708900"
"004610","2946","0401",23,"119",0,"0.96798352400"
"004610","2946","0401",23,"119",0,"0.97008987100"
"004610","2946","0401",66,"119",0,"0.95835005400"
"004610","2946","0401",66,"119",0,"0.96024559600"
"004610","2946","0401",66,"119",0,"0.96224708900"
"004610","2946","0401",66,"119",0,"0.96798352400"
"004610","2946","0401",66,"119",0,"0.97008987100"
"004610","2946","0401",71,"119",0,"0.95835005400"
"004610","2946","0401",71,"119",0,"0.96024559600"
"004610","2946","0401",71,"119",0,"0.96224708900"
"004610","2946","0401",71,"119",0,"0.96798352400"
"004610","2946","0401",71,"119",0,"0.97008987100"
"004611","2946","0701",9,"119",0,"0.96532110100"
"004611","2946","0701",9,"119",0,"0.97184403700"
"004611","2946","0701",11,"119",0,"0.95903014400"
"004611","2946","0701",23,"119",0,"0.95835005400"
"004611","2946","0701",23,"119",0,"0.96024559600"
"004611","2946","0701",23,"119",0,"0.96224708900"
"004611","2946","0701",23,"119",0,"0.96798352400"
"004611","2946","0701",23,"119",0,"0.97008987100"
"004611","2946","0701",66,"119",0,"0.95835005400"
"004611","2946","0701",66,"119",0,"0.96024559600"
"004611","2946","0701",66,"119",0,"0.96224708900"
"004611","2946","0701",66,"119",0,"0.96798352400"
"004611","2946","0701",66,"119",0,"0.97008987100"
"004611","2946","0701",71,"119",0,"0.95835005400"
"004611","2946","0701",71,"119",0,"0.96024559600"
"004611","2946","0701",71,"119",0,"0.96224708900"
"004611","2946","0701",71,"119",0,"0.96798352400"
"004611","2946","0701",71,"119",0,"0.97008987100"
"004612","2946","1301",9,"119",0,"0.96532110100"
"004612","2946","1301",9,"119",0,"0.97184403700"
"004612","2946","1301",11,"119",0,"0.95903014400"
"004612","2946","1301",23,"119",0,"0.95835005400"
"004612","2946","1301",23,"119",0,"0.96024559600"
"004612","2946","1301",23,"119",0,"0.96224708900"
"004612","2946","1301",23,"119",0,"0.96798352400"
"004612","2946","1301",23,"119",0,"0.97008987100"
"004612","2946","1301",66,"119",0,"0.95835005400"
"004612","2946","1301",66,"119",0,"0.96024559600"
"004612","2946","1301",66,"119",0,"0.96224708900"
"004612","2946","1301",66,"119",0,"0.96798352400"
"004612","2946","1301",66,"119",0,"0.97008987100"
"004612","2946","1301",71,"119",0,"0.95835005400"
"004612","2946","1301",71,"119",0,"0.96024559600"
"004612","2946","1301",71,"119",0,"0.96224708900"
"004612","2946","1301",71,"119",0,"0.96798352400"
"004612","2946","1301",71,"119",0,"0.97008987100"
"004613","2946","0801",9,"119",0,"0.96532110100"
"004613","2946","0801",9,"119",0,"0.97184403700"
"004613","2946","0801",11,"119",0,"0.95903014400"
"004613","2946","0801",23,"119",0,"0.95835005400"
"004613","2946","0801",23,"119",0,"0.96024559600"
"004613","2946","0801",23,"119",0,"0.96224708900"
"004613","2946","0801",23,"119",0,"0.96798352400"
"004613","2946","0801",23,"119",0,"0.97008987100"
"004613","2946","0801",66,"119",0,"0.95835005400"
"004613","2946","0801",66,"119",0,"0.96024559600"
"004613","2946","0801",66,"119",0,"0.96224708900"
"004613","2946","0801",66,"119",0,"0.96798352400"
"004613","2946","0801",66,"119",0,"0.97008987100"
"004613","2946","0801",71,"119",0,"0.95835005400"
"004613","2946","0801",71,"119",0,"0.96024559600"
"004613","2946","0801",71,"119",0,"0.96224708900"
"004613","2946","0801",71,"119",0,"0.96798352400"
"004613","2946","0801",71,"119",0,"0.97008987100"
"004701","2946","0501",9,"119",0,"0.96532110100"
"004701","2946","0501",9,"119",0,"0.97184403700"
"004701","2946","0501",11,"119",0,"0.95903014400"
"004701","2946","0501",23,"119",0,"0.95835005400"
"004701","2946","0501",23,"119",0,"0.96024559600"
"004701","2946","0501",23,"119",0,"0.96224708900"
"004701","2946","0501",23,"119",0,"0.96798352400"
"004701","2946","0501",23,"119",0,"0.97008987100"
"004701","2946","0501",66,"119",0,"0.95835005400"
"004701","2946","0501",66,"119",0,"0.96024559600"
"004701","2946","0501",66,"119",0,"0.96224708900"
"004701","2946","0501",66,"119",0,"0.96798352400"
"004701","2946","0501",66,"119",0,"0.97008987100"
"004701","2946","0501",71,"119",0,"0.95835005400"
"004701","2946","0501",71,"119",0,"0.96024559600"
"004701","2946","0501",71,"119",0,"0.96224708900"
"004701","2946","0501",71,"119",0,"0.96798352400"
"004701","2946","0501",71,"119",0,"0.97008987100"
"004702","2946","0501",9,"119",0,"0.96532110100"
"004702","2946","0501",9,"119",0,"0.97184403700"
"004702","2946","0501",11,"119",0,"0.95903014400"
"004702","2946","0501",23,"119",0,"0.95835005400"
"004702","2946","0501",23,"119",0,"0.96024559600"
"004702","2946","0501",23,"119",0,"0.96224708900"
"004702","2946","0501",23,"119",0,"0.96798352400"
"004702","2946","0501",23,"119",0,"0.97008987100"
"004702","2946","0501",66,"119",0,"0.95835005400"
"004702","2946","0501",66,"119",0,"0.96024559600"
"004702","2946","0501",66,"119",0,"0.96224708900"
"004702","2946","0501",66,"119",0,"0.96798352400"
"004702","2946","0501",66,"119",0,"0.97008987100"
"004702","2946","0501",71,"119",0,"0.95835005400"
"004702","2946","0501",71,"119",0,"0.96024559600"
"004702","2946","0501",71,"119",0,"0.96224708900"
"004702","2946","0501",71,"119",0,"0.96798352400"
"004702","2946","0501",71,"119",0,"0.97008987100"
"004703","2946","0501",9,"119",0,"0.96532110100"
"004703","2946","0501",9,"119",0,"0.97184403700"
"004703","2946","0501",11,"119",0,"0.95903014400"
"004703","2946","0501",23,"119",0,"0.95835005400"
"004703","2946","0501",23,"119",0,"0.96024559600"
"004703","2946","0501",23,"119",0,"0.96224708900"
"004703","2946","0501",23,"119",0,"0.96798352400"
"004703","2946","0501",23,"119",0,"0.97008987100"
"004703","2946","0501",66,"119",0,"0.95835005400"
"004703","2946","0501",66,"119",0,"0.96024559600"
"004703","2946","0501",66,"119",0,"0.96224708900"
"004703","2946","0501",66,"119",0,"0.96798352400"
"004703","2946","0501",66,"119",0,"0.97008987100"
"004703","2946","0501",71,"119",0,"0.95835005400"
"004703","2946","0501",71,"119",0,"0.96024559600"
"004703","2946","0501",71,"119",0,"0.96224708900"
"004703","2946","0501",71,"119",0,"0.96798352400"
"004703","2946","0501",71,"119",0,"0.97008987100"
"004801","2946","0201",9,"119",0,"0.96532110100"
"004801","2946","0201",9,"119",0,"0.97184403700"
"004801","2946","0201",11,"119",0,"0.95903014400"
"004801","2946","0201",23,"119",0,"0.95835005400"
"004801","2946","0201",23,"119",0,"0.96024559600"
"004801","2946","0201",23,"119",0,"0.96224708900"
"004801","2946","0201",23,"119",0,"0.96798352400"
"004801","2946","0201",23,"119",0,"0.97008987100"
"004801","2946","0201",66,"119",0,"0.95835005400"
"004801","2946","0201",66,"119",0,"0.96024559600"
"004801","2946","0201",66,"119",0,"0.96224708900"
"004801","2946","0201",66,"119",0,"0.96798352400"
"004801","2946","0201",66,"119",0,"0.97008987100"
"004801","2946","0201",71,"119",0,"0.95835005400"
"004801","2946","0201",71,"119",0,"0.96024559600"
"004801","2946","0201",71,"119",0,"0.96224708900"
"004801","2946","0201",71,"119",0,"0.96798352400"
"004801","2946","0201",71,"119",0,"0.97008987100"
"005002","2946","0202",9,"119",0,"0.96532110100"
"005002","2946","0202",9,"119",0,"0.97184403700"
"005002","2946","0202",11,"119",0,"0.95903014400"
"005002","2946","0202",23,"119",0,"0.95835005400"
"005002","2946","0202",23,"119",0,"0.96024559600"
"005002","2946","0202",23,"119",0,"0.96224708900"
"005002","2946","0202",23,"119",0,"0.96798352400"
"005002","2946","0202",23,"119",0,"0.97008987100"
"005002","2946","0202",66,"119",0,"0.95835005400"
"005002","2946","0202",66,"119",0,"0.96024559600"
"005002","2946","0202",66,"119",0,"0.96224708900"
"005002","2946","0202",66,"119",0,"0.96798352400"
"005002","2946","0202",66,"119",0,"0.97008987100"
"005002","2946","0202",71,"119",0,"0.95835005400"
"005002","2946","0202",71,"119",0,"0.96024559600"
"005002","2946","0202",71,"119",0,"0.96224708900"
"005002","2946","0202",71,"119",0,"0.96798352400"
"005002","2946","0202",71,"119",0,"0.97008987100"
"005101","2946","0501",9,"119",0,"0.96532110100"
"005101","2946","0501",9,"119",0,"0.97184403700"
"005101","2946","0501",11,"119",0,"0.95903014400"
"005101","2946","0501",23,"119",0,"0.95835005400"
"005101","2946","0501",23,"119",0,"0.96024559600"
"005101","2946","0501",23,"119",0,"0.96224708900"
"005101","2946","0501",23,"119",0,"0.96798352400"
"005101","2946","0501",23,"119",0,"0.97008987100"
"005101","2946","0501",66,"119",0,"0.95835005400"
"005101","2946","0501",66,"119",0,"0.96024559600"
"005101","2946","0501",66,"119",0,"0.96224708900"
"005101","2946","0501",66,"119",0,"0.96798352400"
"005101","2946","0501",66,"119",0,"0.97008987100"
"005101","2946","0501",71,"119",0,"0.95835005400"
"005101","2946","0501",71,"119",0,"0.96024559600"
"005101","2946","0501",71,"119",0,"0.96224708900"
"005101","2946","0501",71,"119",0,"0.96798352400"
"005101","2946","0501",71,"119",0,"0.97008987100"
"005103","2946","0501",9,"119",0,"0.96532110100"
"005103","2946","0501",9,"119",0,"0.97184403700"
"005103","2946","0501",11,"119",0,"0.95903014400"
"005103","2946","0501",23,"119",0,"0.95835005400"
"005103","2946","0501",23,"119",0,"0.96024559600"
"005103","2946","0501",23,"119",0,"0.96224708900"
"005103","2946","0501",23,"119",0,"0.96798352400"
"005103","2946","0501",23,"119",0,"0.97008987100"
"005103","2946","0501",66,"119",0,"0.95835005400"
"005103","2946","0501",66,"119",0,"0.96024559600"
"005103","2946","0501",66,"119",0,"0.96224708900"
"005103","2946","0501",66,"119",0,"0.96798352400"
"005103","2946","0501",66,"119",0,"0.97008987100"
"005103","2946","0501",71,"119",0,"0.95835005400"
"005103","2946","0501",71,"119",0,"0.96024559600"
"005103","2946","0501",71,"119",0,"0.96224708900"
"005103","2946","0501",71,"119",0,"0.96798352400"
"005103","2946","0501",71,"119",0,"0.97008987100"
"005104","2946","0201",9,"119",0,"0.96532110100"
"005104","2946","0201",9,"119",0,"0.97184403700"
"005104","2946","0201",11,"119",0,"0.95903014400"
"005104","2946","0201",23,"119",0,"0.95835005400"
"005104","2946","0201",23,"119",0,"0.96024559600"
"005104","2946","0201",23,"119",0,"0.96224708900"
"005104","2946","0201",23,"119",0,"0.96798352400"
"005104","2946","0201",23,"119",0,"0.97008987100"
"005104","2946","0201",66,"119",0,"0.95835005400"
"005104","2946","0201",66,"119",0,"0.96024559600"
"005104","2946","0201",66,"119",0,"0.96224708900"
"005104","2946","0201",66,"119",0,"0.96798352400"
"005104","2946","0201",66,"119",0,"0.97008987100"
"005104","2946","0201",71,"119",0,"0.95835005400"
"005104","2946","0201",71,"119",0,"0.96024559600"
"005104","2946","0201",71,"119",0,"0.96224708900"
"005104","2946","0201",71,"119",0,"0.96798352400"
"005104","2946","0201",71,"119",0,"0.97008987100"
"005105","2946","0201",9,"119",0,"0.96532110100"
"005105","2946","0201",9,"119",0,"0.97184403700"
"005105","2946","0201",11,"119",0,"0.95903014400"
"005105","2946","0201",23,"119",0,"0.95835005400"
"005105","2946","0201",23,"119",0,"0.96024559600"
"005105","2946","0201",23,"119",0,"0.96224708900"
