TERDISPLAYID,TRANSACTIONDATE,PRODID,LOCDISPLAYID,SALES_TYPE,TOTALCOUNT,AMOUNT,SUB_PROD
006809001,2025-06-25,3,006809,2,0,0.0,TOTO MATCH
006809001,2025-06-25,4,006809,2,0,0.0,SINGAPORE SWEEP
006809001,2025-06-25,5,006809,2,0,0.0,SPORTS
006809002,2025-06-25,1,006809,2,0,0.0,HORSE RACING
006809002,2025-06-25,2,006809,2,0,0.0,4D Lottery
006809002,2025-06-25,3,006809,2,0,0.0,TOTO
006809002,2025-06-25,3,006809,2,0,0.0,TOTO MATCH
006809002,2025-06-25,4,006809,2,0,0.0,SINGAPORE SWEEP
006809002,2025-06-25,5,006809,2,0,0.0,SPORTS
006810001,2025-06-25,1,006810,2,0,0.0,HORSE RACING
006810001,2025-06-25,2,006810,2,0,0.0,4D Lottery
006810001,2025-06-25,3,006810,2,0,0.0,TOTO
006810001,2025-06-25,3,006810,2,0,0.0,TOTO MATCH
006810001,2025-06-25,4,006810,2,0,0.0,SINGAPORE SWEEP
006810001,2025-06-25,5,006810,2,0,0.0,SPORTS
006810002,2025-06-25,1,006810,2,0,0.0,HORSE RACING
006810002,2025-06-25,2,006810,2,0,0.0,4D Lottery
006810002,2025-06-25,3,006810,2,0,0.0,TOTO
006810002,2025-06-25,3,006810,2,0,0.0,TOTO MATCH
006810002,2025-06-25,4,006810,2,0,0.0,SINGAPORE SWEEP
006810002,2025-06-25,5,006810,2,0,0.0,SPORTS
007304001,2025-06-25,1,007304,2,0,0.0,HORSE RACING
007304001,2025-06-25,2,007304,2,0,0.0,4D Lottery
007304001,2025-06-25,3,007304,2,0,0.0,TOTO
007304001,2025-06-25,3,007304,2,0,0.0,TOTO MATCH
007304001,2025-06-25,4,007304,2,0,0.0,SINGAPORE SWEEP
007304001,2025-06-25,5,007304,2,0,0.0,SPORTS
007304002,2025-06-25,1,007304,2,0,0.0,HORSE RACING
007304002,2025-06-25,2,007304,2,0,0.0,4D Lottery
007304002,2025-06-25,3,007304,2,0,0.0,TOTO
007304002,2025-06-25,3,007304,2,0,0.0,TOTO MATCH
007304002,2025-06-25,4,007304,2,0,0.0,SINGAPORE SWEEP
007304002,2025-06-25,5,007304,2,0,0.0,SPORTS
007305001,2025-06-25,1,007305,2,0,0.0,HORSE RACING
007305001,2025-06-25,2,007305,2,0,0.0,4D Lottery
007305001,2025-06-25,3,007305,2,0,0.0,TOTO
007305001,2025-06-25,3,007305,2,0,0.0,TOTO MATCH
007305001,2025-06-25,4,007305,2,0,0.0,SINGAPORE SWEEP
007305001,2025-06-25,5,007305,2,0,0.0,SPORTS
007305002,2025-06-25,1,007305,2,0,0.0,HORSE RACING
007305002,2025-06-25,2,007305,2,0,0.0,4D Lottery
007305002,2025-06-25,3,007305,2,0,0.0,TOTO
007305002,2025-06-25,3,007305,2,0,0.0,TOTO MATCH
007305002,2025-06-25,4,007305,2,0,0.0,SINGAPORE SWEEP
007305002,2025-06-25,5,007305,2,0,0.0,SPORTS
007305003,2025-06-25,1,007305,2,0,0.0,HORSE RACING
007305003,2025-06-25,2,007305,2,0,0.0,4D Lottery
007305003,2025-06-25,3,007305,2,0,0.0,TOTO
007305003,2025-06-25,3,007305,2,0,0.0,TOTO MATCH
007305003,2025-06-25,4,007305,2,0,0.0,SINGAPORE SWEEP
007305003,2025-06-25,5,007305,2,0,0.0,SPORTS
007306001,2025-06-25,1,007306,2,0,0.0,HORSE RACING
007306001,2025-06-25,2,007306,2,0,0.0,4D Lottery
007306001,2025-06-25,3,007306,2,0,0.0,TOTO
007306001,2025-06-25,3,007306,2,0,0.0,TOTO MATCH
007306001,2025-06-25,4,007306,2,0,0.0,SINGAPORE SWEEP
007306001,2025-06-25,5,007306,2,0,0.0,SPORTS
007306002,2025-06-25,1,007306,2,0,0.0,HORSE RACING
007306002,2025-06-25,2,007306,2,0,0.0,4D Lottery
007306002,2025-06-25,3,007306,2,0,0.0,TOTO
007306002,2025-06-25,3,007306,2,0,0.0,TOTO MATCH
007306002,2025-06-25,4,007306,2,0,0.0,SINGAPORE SWEEP
007306002,2025-06-25,5,007306,2,0,0.0,SPORTS
007308001,2025-06-25,1,007308,2,0,0.0,HORSE RACING
007308001,2025-06-25,2,007308,2,0,0.0,4D Lottery
007308001,2025-06-25,3,007308,2,0,0.0,TOTO
007308001,2025-06-25,3,007308,2,0,0.0,TOTO MATCH
007308001,2025-06-25,4,007308,2,0,0.0,SINGAPORE SWEEP
007308001,2025-06-25,5,007308,2,0,0.0,SPORTS
007308002,2025-06-25,1,007308,2,0,0.0,HORSE RACING
007308002,2025-06-25,2,007308,2,0,0.0,4D Lottery
007308002,2025-06-25,3,007308,2,0,0.0,TOTO
007308002,2025-06-25,3,007308,2,0,0.0,TOTO MATCH
007308002,2025-06-25,4,007308,2,0,0.0,SINGAPORE SWEEP
007308002,2025-06-25,5,007308,2,0,0.0,SPORTS
007309001,2025-06-25,1,007309,2,0,0.0,HORSE RACING
007309001,2025-06-25,2,007309,2,0,0.0,4D Lottery
007309001,2025-06-25,3,007309,2,0,0.0,TOTO
007309001,2025-06-25,3,007309,2,0,0.0,TOTO MATCH
007309001,2025-06-25,4,007309,2,0,0.0,SINGAPORE SWEEP
007309001,2025-06-25,5,007309,2,0,0.0,SPORTS
007309002,2025-06-25,1,007309,2,0,0.0,HORSE RACING
007309002,2025-06-25,2,007309,2,0,0.0,4D Lottery
007309002,2025-06-25,3,007309,2,0,0.0,TOTO
007309002,2025-06-25,3,007309,2,0,0.0,TOTO MATCH
007309002,2025-06-25,4,007309,2,0,0.0,SINGAPORE SWEEP
007309002,2025-06-25,5,007309,2,0,0.0,SPORTS
007309003,2025-06-25,1,007309,2,0,0.0,HORSE RACING
007309003,2025-06-25,2,007309,2,0,0.0,4D Lottery
007309003,2025-06-25,3,007309,2,0,0.0,TOTO
007309003,2025-06-25,3,007309,2,0,0.0,TOTO MATCH
007309003,2025-06-25,4,007309,2,0,0.0,SINGAPORE SWEEP
007309003,2025-06-25,5,007309,2,0,0.0,SPORTS
007310001,2025-06-25,1,007310,2,0,0.0,HORSE RACING
007310001,2025-06-25,2,007310,2,0,0.0,4D Lottery
007310001,2025-06-25,3,007310,2,0,0.0,TOTO
007310001,2025-06-25,3,007310,2,0,0.0,TOTO MATCH
007310001,2025-06-25,4,007310,2,0,0.0,SINGAPORE SWEEP
007310001,2025-06-25,5,007310,2,0,0.0,SPORTS
007310002,2025-06-25,1,007310,2,0,0.0,HORSE RACING
007310002,2025-06-25,2,007310,2,0,0.0,4D Lottery
007310002,2025-06-25,3,007310,2,0,0.0,TOTO
007310002,2025-06-25,3,007310,2,0,0.0,TOTO MATCH
007310002,2025-06-25,4,007310,2,0,0.0,SINGAPORE SWEEP
007310002,2025-06-25,5,007310,2,0,0.0,SPORTS
007310003,2025-06-25,1,007310,2,0,0.0,HORSE RACING
007310003,2025-06-25,2,007310,2,0,0.0,4D Lottery
007310003,2025-06-25,3,007310,2,0,0.0,TOTO
007310003,2025-06-25,3,007310,2,0,0.0,TOTO MATCH
007310003,2025-06-25,4,007310,2,0,0.0,SINGAPORE SWEEP
007310003,2025-06-25,5,007310,2,0,0.0,SPORTS
007311001,2025-06-25,1,007311,2,0,0.0,HORSE RACING
007311001,2025-06-25,2,007311,2,0,0.0,4D Lottery
007311001,2025-06-25,3,007311,2,0,0.0,TOTO
007311001,2025-06-25,3,007311,2,0,0.0,TOTO MATCH
007311001,2025-06-25,4,007311,2,0,0.0,SINGAPORE SWEEP
007311001,2025-06-25,5,007311,2,0,0.0,SPORTS
007311002,2025-06-25,1,007311,2,0,0.0,HORSE RACING
007311002,2025-06-25,2,007311,2,0,0.0,4D Lottery
007311002,2025-06-25,3,007311,2,0,0.0,TOTO
007311002,2025-06-25,3,007311,2,0,0.0,TOTO MATCH
007311002,2025-06-25,4,007311,2,0,0.0,SINGAPORE SWEEP
007311002,2025-06-25,5,007311,2,0,0.0,SPORTS
007501001,2025-06-25,1,007501,2,0,0.0,HORSE RACING
007501001,2025-06-25,2,007501,2,0,0.0,4D Lottery
007501001,2025-06-25,3,007501,2,0,0.0,TOTO
007501001,2025-06-25,3,007501,2,0,0.0,TOTO MATCH
007501001,2025-06-25,4,007501,2,0,0.0,SINGAPORE SWEEP
007501001,2025-06-25,5,007501,2,0,0.0,SPORTS
007501002,2025-06-25,1,007501,2,0,0.0,HORSE RACING
007501002,2025-06-25,2,007501,2,0,0.0,4D Lottery
007501002,2025-06-25,3,007501,2,0,0.0,TOTO
007501002,2025-06-25,3,007501,2,0,0.0,TOTO MATCH
007501002,2025-06-25,4,007501,2,0,0.0,SINGAPORE SWEEP
007501002,2025-06-25,5,007501,2,0,0.0,SPORTS
007502001,2025-06-25,1,007502,2,0,0.0,HORSE RACING
007502001,2025-06-25,2,007502,2,0,0.0,4D Lottery
007502001,2025-06-25,3,007502,2,0,0.0,TOTO
007502001,2025-06-25,3,007502,2,0,0.0,TOTO MATCH
007502001,2025-06-25,4,007502,2,0,0.0,SINGAPORE SWEEP
007502001,2025-06-25,5,007502,2,0,0.0,SPORTS
007502002,2025-06-25,1,007502,2,0,0.0,HORSE RACING
007502002,2025-06-25,2,007502,2,0,0.0,4D Lottery
007502002,2025-06-25,3,007502,2,0,0.0,TOTO
007502002,2025-06-25,3,007502,2,0,0.0,TOTO MATCH
007502002,2025-06-25,4,007502,2,0,0.0,SINGAPORE SWEEP
007502002,2025-06-25,5,007502,2,0,0.0,SPORTS
007502003,2025-06-25,1,007502,2,0,0.0,HORSE RACING
007502003,2025-06-25,2,007502,2,0,0.0,4D Lottery
007502003,2025-06-25,3,007502,2,0,0.0,TOTO
007502003,2025-06-25,3,007502,2,0,0.0,TOTO MATCH
007502003,2025-06-25,4,007502,2,0,0.0,SINGAPORE SWEEP
007502003,2025-06-25,5,007502,2,0,0.0,SPORTS
007503001,2025-06-25,1,007503,2,0,0.0,HORSE RACING
007503001,2025-06-25,2,007503,2,0,0.0,4D Lottery
007503001,2025-06-25,3,007503,2,0,0.0,TOTO
007503001,2025-06-25,3,007503,2,0,0.0,TOTO MATCH
007503001,2025-06-25,4,007503,2,0,0.0,SINGAPORE SWEEP
007503001,2025-06-25,5,007503,2,0,0.0,SPORTS
007503002,2025-06-25,1,007503,2,0,0.0,HORSE RACING
007503002,2025-06-25,2,007503,2,0,0.0,4D Lottery
007503002,2025-06-25,3,007503,2,0,0.0,TOTO
007503002,2025-06-25,3,007503,2,0,0.0,TOTO MATCH
007503002,2025-06-25,4,007503,2,0,0.0,SINGAPORE SWEEP
007503002,2025-06-25,5,007503,2,0,0.0,SPORTS
007601001,2025-06-25,1,007601,2,0,0.0,HORSE RACING
007601001,2025-06-25,2,007601,2,0,0.0,4D Lottery
007601001,2025-06-25,3,007601,2,0,0.0,TOTO
007601001,2025-06-25,3,007601,2,0,0.0,TOTO MATCH
007601001,2025-06-25,4,007601,2,0,0.0,SINGAPORE SWEEP
007601001,2025-06-25,5,007601,2,0,0.0,SPORTS
007601002,2025-06-25,1,007601,2,0,0.0,HORSE RACING
007601002,2025-06-25,2,007601,2,0,0.0,4D Lottery
007601002,2025-06-25,3,007601,2,0,0.0,TOTO
007601002,2025-06-25,3,007601,2,0,0.0,TOTO MATCH
007601002,2025-06-25,4,007601,2,0,0.0,SINGAPORE SWEEP
007601002,2025-06-25,5,007601,2,0,0.0,SPORTS
007601003,2025-06-25,1,007601,2,0,0.0,HORSE RACING
007601003,2025-06-25,2,007601,2,0,0.0,4D Lottery
007601003,2025-06-25,3,007601,2,0,0.0,TOTO
007601003,2025-06-25,3,007601,2,0,0.0,TOTO MATCH
007601003,2025-06-25,4,007601,2,0,0.0,SINGAPORE SWEEP
007601003,2025-06-25,5,007601,2,0,0.0,SPORTS
007601004,2025-06-25,1,007601,2,0,0.0,HORSE RACING
007601004,2025-06-25,2,007601,2,0,0.0,4D Lottery
007601004,2025-06-25,3,007601,2,0,0.0,TOTO
007601004,2025-06-25,3,007601,2,0,0.0,TOTO MATCH
007601004,2025-06-25,4,007601,2,0,0.0,SINGAPORE SWEEP
007601004,2025-06-25,5,007601,2,0,0.0,SPORTS
007601005,2025-06-25,1,007601,2,0,0.0,HORSE RACING
007601005,2025-06-25,2,007601,2,0,0.0,4D Lottery
007601005,2025-06-25,3,007601,2,0,0.0,TOTO
007601005,2025-06-25,3,007601,2,0,0.0,TOTO MATCH
007601005,2025-06-25,4,007601,2,0,0.0,SINGAPORE SWEEP
007601005,2025-06-25,5,007601,2,0,0.0,SPORTS
007602001,2025-06-25,1,007602,2,0,0.0,HORSE RACING
007602001,2025-06-25,2,007602,2,0,0.0,4D Lottery
007602001,2025-06-25,3,007602,2,0,0.0,TOTO
007602001,2025-06-25,3,007602,2,0,0.0,TOTO MATCH
007602001,2025-06-25,4,007602,2,0,0.0,SINGAPORE SWEEP
007602001,2025-06-25,5,007602,2,0,0.0,SPORTS
007602002,2025-06-25,1,007602,2,0,0.0,HORSE RACING
007602002,2025-06-25,2,007602,2,0,0.0,4D Lottery
007602002,2025-06-25,3,007602,2,0,0.0,TOTO
007602002,2025-06-25,3,007602,2,0,0.0,TOTO MATCH
007602002,2025-06-25,4,007602,2,0,0.0,SINGAPORE SWEEP
007602002,2025-06-25,5,007602,2,0,0.0,SPORTS
007602003,2025-06-25,1,007602,2,0,0.0,HORSE RACING
007602003,2025-06-25,2,007602,2,0,0.0,4D Lottery
007602003,2025-06-25,3,007602,2,0,0.0,TOTO
007602003,2025-06-25,3,007602,2,0,0.0,TOTO MATCH
007602003,2025-06-25,4,007602,2,0,0.0,SINGAPORE SWEEP
007602003,2025-06-25,5,007602,2,0,0.0,SPORTS
007602004,2025-06-25,1,007602,2,0,0.0,HORSE RACING
007602004,2025-06-25,2,007602,2,0,0.0,4D Lottery
007602004,2025-06-25,3,007602,2,0,0.0,TOTO
007602004,2025-06-25,3,007602,2,0,0.0,TOTO MATCH
007602004,2025-06-25,4,007602,2,0,0.0,SINGAPORE SWEEP
007602004,2025-06-25,5,007602,2,0,0.0,SPORTS
007604001,2025-06-25,1,007604,2,0,0.0,HORSE RACING
007604001,2025-06-25,2,007604,2,0,0.0,4D Lottery
007604001,2025-06-25,3,007604,2,0,0.0,TOTO
007604001,2025-06-25,3,007604,2,0,0.0,TOTO MATCH
007604001,2025-06-25,4,007604,2,0,0.0,SINGAPORE SWEEP
007604001,2025-06-25,5,007604,2,0,0.0,SPORTS
007604002,2025-06-25,1,007604,2,0,0.0,HORSE RACING
007604002,2025-06-25,2,007604,2,0,0.0,4D Lottery
007604002,2025-06-25,3,007604,2,0,0.0,TOTO
007604002,2025-06-25,3,007604,2,0,0.0,TOTO MATCH
007604002,2025-06-25,4,007604,2,0,0.0,SINGAPORE SWEEP
007604002,2025-06-25,5,007604,2,0,0.0,SPORTS
007604003,2025-06-25,1,007604,2,0,0.0,HORSE RACING
007604003,2025-06-25,2,007604,2,0,0.0,4D Lottery
007604003,2025-06-25,3,007604,2,0,0.0,TOTO
007604003,2025-06-25,3,007604,2,0,0.0,TOTO MATCH
007604003,2025-06-25,4,007604,2,0,0.0,SINGAPORE SWEEP
007604003,2025-06-25,5,007604,2,0,0.0,SPORTS
007607001,2025-06-25,1,007607,2,0,0.0,HORSE RACING
007607001,2025-06-25,2,007607,2,0,0.0,4D Lottery
007607001,2025-06-25,3,007607,2,0,0.0,TOTO
007607001,2025-06-25,3,007607,2,0,0.0,TOTO MATCH
007607001,2025-06-25,4,007607,2,0,0.0,SINGAPORE SWEEP
007607001,2025-06-25,5,007607,2,0,0.0,SPORTS
007607002,2025-06-25,1,007607,2,0,0.0,HORSE RACING
007607002,2025-06-25,2,007607,2,0,0.0,4D Lottery
007607002,2025-06-25,3,007607,2,0,0.0,TOTO
007607002,2025-06-25,3,007607,2,0,0.0,TOTO MATCH
007607002,2025-06-25,4,007607,2,0,0.0,SINGAPORE SWEEP
007607002,2025-06-25,5,007607,2,0,0.0,SPORTS
007607003,2025-06-25,1,007607,2,0,0.0,HORSE RACING
007607003,2025-06-25,2,007607,2,0,0.0,4D Lottery
007607003,2025-06-25,3,007607,2,0,0.0,TOTO
007607003,2025-06-25,3,007607,2,0,0.0,TOTO MATCH
007607003,2025-06-25,4,007607,2,0,0.0,SINGAPORE SWEEP
007607003,2025-06-25,5,007607,2,0,0.0,SPORTS
007612001,2025-06-25,1,007612,2,0,0.0,HORSE RACING
007612001,2025-06-25,2,007612,2,0,0.0,4D Lottery
007612001,2025-06-25,3,007612,2,0,0.0,TOTO
007612001,2025-06-25,3,007612,2,0,0.0,TOTO MATCH
007612001,2025-06-25,4,007612,2,0,0.0,SINGAPORE SWEEP
007612001,2025-06-25,5,007612,2,0,0.0,SPORTS
007612002,2025-06-25,1,007612,2,0,0.0,HORSE RACING
007612002,2025-06-25,2,007612,2,0,0.0,4D Lottery
007612002,2025-06-25,3,007612,2,0,0.0,TOTO
007612002,2025-06-25,3,007612,2,0,0.0,TOTO MATCH
007612002,2025-06-25,4,007612,2,0,0.0,SINGAPORE SWEEP
007612002,2025-06-25,5,007612,2,0,0.0,SPORTS
007612003,2025-06-25,1,007612,2,0,0.0,HORSE RACING
007612003,2025-06-25,2,007612,2,0,0.0,4D Lottery
007612003,2025-06-25,3,007612,2,0,0.0,TOTO
007612003,2025-06-25,3,007612,2,0,0.0,TOTO MATCH
007612003,2025-06-25,4,007612,2,0,0.0,SINGAPORE SWEEP
007612003,2025-06-25,5,007612,2,0,0.0,SPORTS
007612004,2025-06-25,1,007612,2,0,0.0,HORSE RACING
007612004,2025-06-25,2,007612,2,0,0.0,4D Lottery
007612004,2025-06-25,3,007612,2,0,0.0,TOTO
007612004,2025-06-25,3,007612,2,0,0.0,TOTO MATCH
007612004,2025-06-25,4,007612,2,0,0.0,SINGAPORE SWEEP
007612004,2025-06-25,5,007612,2,0,0.0,SPORTS
007613001,2025-06-25,1,007613,2,0,0.0,HORSE RACING
007613001,2025-06-25,2,007613,2,0,0.0,4D Lottery
007613001,2025-06-25,3,007613,2,0,0.0,TOTO
007613001,2025-06-25,3,007613,2,0,0.0,TOTO MATCH
007613001,2025-06-25,4,007613,2,0,0.0,SINGAPORE SWEEP
007613001,2025-06-25,5,007613,2,0,0.0,SPORTS
007613002,2025-06-25,1,007613,2,0,0.0,HORSE RACING
007613002,2025-06-25,2,007613,2,0,0.0,4D Lottery
007613002,2025-06-25,3,007613,2,0,0.0,TOTO
007613002,2025-06-25,3,007613,2,0,0.0,TOTO MATCH
007613002,2025-06-25,4,007613,2,0,0.0,SINGAPORE SWEEP
007613002,2025-06-25,5,007613,2,0,0.0,SPORTS
007801001,2025-06-25,1,007801,2,0,0.0,HORSE RACING
007801001,2025-06-25,2,007801,2,0,0.0,4D Lottery
007801001,2025-06-25,3,007801,2,0,0.0,TOTO
007801001,2025-06-25,3,007801,2,0,0.0,TOTO MATCH
007801001,2025-06-25,4,007801,2,0,0.0,SINGAPORE SWEEP
007801001,2025-06-25,5,007801,2,0,0.0,SPORTS
007801002,2025-06-25,1,007801,2,0,0.0,HORSE RACING
007801002,2025-06-25,2,007801,2,0,0.0,4D Lottery
007801002,2025-06-25,3,007801,2,0,0.0,TOTO
007801002,2025-06-25,3,007801,2,0,0.0,TOTO MATCH
007801002,2025-06-25,4,007801,2,0,0.0,SINGAPORE SWEEP
007801002,2025-06-25,5,007801,2,0,0.0,SPORTS
008001001,2025-06-25,1,008001,2,0,0.0,HORSE RACING
008001001,2025-06-25,2,008001,2,0,0.0,4D Lottery
008001001,2025-06-25,3,008001,2,0,0.0,TOTO
008001001,2025-06-25,3,008001,2,0,0.0,TOTO MATCH
008001001,2025-06-25,4,008001,2,0,0.0,SINGAPORE SWEEP
008001001,2025-06-25,5,008001,2,0,0.0,SPORTS
008001002,2025-06-25,1,008001,2,0,0.0,HORSE RACING
008001002,2025-06-25,2,008001,2,0,0.0,4D Lottery
008001002,2025-06-25,3,008001,2,0,0.0,TOTO
008001002,2025-06-25,3,008001,2,0,0.0,TOTO MATCH
008001002,2025-06-25,4,008001,2,0,0.0,SINGAPORE SWEEP
008001002,2025-06-25,5,008001,2,0,0.0,SPORTS
008001003,2025-06-25,1,008001,2,0,0.0,HORSE RACING
008001003,2025-06-25,2,008001,2,0,0.0,4D Lottery
008001003,2025-06-25,3,008001,2,0,0.0,TOTO
008001003,2025-06-25,3,008001,2,0,0.0,TOTO MATCH
008001003,2025-06-25,4,008001,2,0,0.0,SINGAPORE SWEEP
008001003,2025-06-25,5,008001,2,0,0.0,SPORTS
008201001,2025-06-25,1,008201,2,0,0.0,HORSE RACING
008201001,2025-06-25,2,008201,2,0,0.0,4D Lottery
008201001,2025-06-25,3,008201,2,0,0.0,TOTO
008201001,2025-06-25,3,008201,2,0,0.0,TOTO MATCH
008201001,2025-06-25,4,008201,2,0,0.0,SINGAPORE SWEEP
008201001,2025-06-25,5,008201,2,0,0.0,SPORTS
008201002,2025-06-25,1,008201,2,0,0.0,HORSE RACING
008201002,2025-06-25,2,008201,2,0,0.0,4D Lottery
008201002,2025-06-25,3,008201,2,0,0.0,TOTO
008201002,2025-06-25,3,008201,2,0,0.0,TOTO MATCH
008201002,2025-06-25,4,008201,2,0,0.0,SINGAPORE SWEEP
008201002,2025-06-25,5,008201,2,0,0.0,SPORTS
008202001,2025-06-25,1,008202,2,0,0.0,HORSE RACING
008202001,2025-06-25,2,008202,2,0,0.0,4D Lottery
008202001,2025-06-25,3,008202,2,0,0.0,TOTO
008202001,2025-06-25,3,008202,2,0,0.0,TOTO MATCH
008202001,2025-06-25,4,008202,2,0,0.0,SINGAPORE SWEEP
008202001,2025-06-25,5,008202,2,0,0.0,SPORTS
008202002,2025-06-25,1,008202,2,0,0.0,HORSE RACING
008202002,2025-06-25,2,008202,2,0,0.0,4D Lottery
008202002,2025-06-25,3,008202,2,0,0.0,TOTO
008202002,2025-06-25,3,008202,2,0,0.0,TOTO MATCH
008202002,2025-06-25,4,008202,2,0,0.0,SINGAPORE SWEEP
008202002,2025-06-25,5,008202,2,0,0.0,SPORTS
008204001,2025-06-25,1,008204,2,0,0.0,HORSE RACING
008204001,2025-06-25,2,008204,2,0,0.0,4D Lottery
008204001,2025-06-25,3,008204,2,0,0.0,TOTO
008204001,2025-06-25,3,008204,2,0,0.0,TOTO MATCH
008204001,2025-06-25,4,008204,2,0,0.0,SINGAPORE SWEEP
008204001,2025-06-25,5,008204,2,0,0.0,SPORTS
008204002,2025-06-25,1,008204,2,0,0.0,HORSE RACING
008204002,2025-06-25,2,008204,2,0,0.0,4D Lottery
008204002,2025-06-25,3,008204,2,0,0.0,TOTO
008204002,2025-06-25,3,008204,2,0,0.0,TOTO MATCH
008204002,2025-06-25,4,008204,2,0,0.0,SINGAPORE SWEEP
008204002,2025-06-25,5,008204,2,0,0.0,SPORTS
008205001,2025-06-25,1,008205,2,0,0.0,HORSE RACING
008205001,2025-06-25,2,008205,2,0,0.0,4D Lottery
008205001,2025-06-25,3,008205,2,0,0.0,TOTO
008205001,2025-06-25,3,008205,2,0,0.0,TOTO MATCH
008205001,2025-06-25,4,008205,2,0,0.0,SINGAPORE SWEEP
008205001,2025-06-25,5,008205,2,0,0.0,SPORTS
008205002,2025-06-25,1,008205,2,0,0.0,HORSE RACING
008205002,2025-06-25,2,008205,2,0,0.0,4D Lottery
008205002,2025-06-25,3,008205,2,0,0.0,TOTO
008205002,2025-06-25,3,008205,2,0,0.0,TOTO MATCH
008205002,2025-06-25,4,008205,2,0,0.0,SINGAPORE SWEEP
008205002,2025-06-25,5,008205,2,0,0.0,SPORTS
008206001,2025-06-25,1,008206,2,0,0.0,HORSE RACING
008206001,2025-06-25,2,008206,2,0,0.0,4D Lottery
008206001,2025-06-25,3,008206,2,0,0.0,TOTO
008206001,2025-06-25,3,008206,2,0,0.0,TOTO MATCH
008206001,2025-06-25,4,008206,2,0,0.0,SINGAPORE SWEEP
008206001,2025-06-25,5,008206,2,0,0.0,SPORTS
008206002,2025-06-25,1,008206,2,0,0.0,HORSE RACING
008206002,2025-06-25,2,008206,2,0,0.0,4D Lottery
008206002,2025-06-25,3,008206,2,0,0.0,TOTO
008206002,2025-06-25,3,008206,2,0,0.0,TOTO MATCH
008206002,2025-06-25,4,008206,2,0,0.0,SINGAPORE SWEEP
008206002,2025-06-25,5,008206,2,0,0.0,SPORTS
008207001,2025-06-25,1,008207,2,0,0.0,HORSE RACING
008207001,2025-06-25,2,008207,2,0,0.0,4D Lottery
008207001,2025-06-25,3,008207,2,0,0.0,TOTO
008207001,2025-06-25,3,008207,2,0,0.0,TOTO MATCH
008207001,2025-06-25,4,008207,2,0,0.0,SINGAPORE SWEEP
008207001,2025-06-25,5,008207,2,0,0.0,SPORTS
008207002,2025-06-25,1,008207,2,0,0.0,HORSE RACING
008207002,2025-06-25,2,008207,2,0,0.0,4D Lottery
008207002,2025-06-25,3,008207,2,0,0.0,TOTO
008207002,2025-06-25,3,008207,2,0,0.0,TOTO MATCH
008207002,2025-06-25,4,008207,2,0,0.0,SINGAPORE SWEEP
008207002,2025-06-25,5,008207,2,0,0.0,SPORTS
008888002,2025-06-25,1,008888,2,0,0.0,HORSE RACING
008888002,2025-06-25,2,008888,2,0,0.0,4D Lottery
008888002,2025-06-25,3,008888,2,0,0.0,TOTO
008888002,2025-06-25,3,008888,2,0,0.0,TOTO MATCH
008888002,2025-06-25,4,008888,2,0,0.0,SINGAPORE SWEEP
008888002,2025-06-25,5,008888,2,0,0.0,SPORTS
008888004,2025-06-25,1,008888,2,0,0.0,HORSE RACING
008888004,2025-06-25,2,008888,2,0,0.0,4D Lottery
008888004,2025-06-25,3,008888,2,0,0.0,TOTO
008888004,2025-06-25,3,008888,2,0,0.0,TOTO MATCH
008888004,2025-06-25,4,008888,2,0,0.0,SINGAPORE SWEEP
008888004,2025-06-25,5,008888,2,0,0.0,SPORTS
008888005,2025-06-25,1,008888,2,0,0.0,HORSE RACING
008888005,2025-06-25,2,008888,2,0,0.0,4D Lottery
008888005,2025-06-25,3,008888,2,0,0.0,TOTO
008888005,2025-06-25,3,008888,2,0,0.0,TOTO MATCH
008888005,2025-06-25,4,008888,2,0,0.0,SINGAPORE SWEEP
008888005,2025-06-25,5,008888,2,0,0.0,SPORTS
008888008,2025-06-25,1,008888,2,0,0.0,HORSE RACING
008888008,2025-06-25,2,008888,2,0,0.0,4D Lottery
008888008,2025-06-25,3,008888,2,0,0.0,TOTO
008888008,2025-06-25,3,008888,2,0,0.0,TOTO MATCH
008888008,2025-06-25,4,008888,2,0,0.0,SINGAPORE SWEEP
008888008,2025-06-25,5,008888,2,0,0.0,SPORTS
008888010,2025-06-25,1,008888,2,0,0.0,HORSE RACING
008888010,2025-06-25,2,008888,2,0,0.0,4D Lottery
008888010,2025-06-25,3,008888,2,0,0.0,TOTO
008888010,2025-06-25,3,008888,2,0,0.0,TOTO MATCH
008888010,2025-06-25,4,008888,2,0,0.0,SINGAPORE SWEEP
008888010,2025-06-25,5,008888,2,0,0.0,SPORTS
008888011,2025-06-25,1,008888,2,0,0.0,HORSE RACING
008888011,2025-06-25,2,008888,2,0,0.0,4D Lottery
008888011,2025-06-25,3,008888,2,0,0.0,TOTO
008888011,2025-06-25,3,008888,2,0,0.0,TOTO MATCH
008888011,2025-06-25,4,008888,2,0,0.0,SINGAPORE SWEEP
008888011,2025-06-25,5,008888,2,0,0.0,SPORTS
008888012,2025-06-25,1,008888,2,0,0.0,HORSE RACING
008888012,2025-06-25,2,008888,2,0,0.0,4D Lottery
008888012,2025-06-25,3,008888,2,0,0.0,TOTO
008888012,2025-06-25,3,008888,2,0,0.0,TOTO MATCH
008888012,2025-06-25,4,008888,2,0,0.0,SINGAPORE SWEEP
008888012,2025-06-25,5,008888,2,0,0.0,SPORTS
