INFROMDATE,INTODATE,FROMDATEBMCS,TODATEBMCS,UTCFROMDATEBMCS,UTCTODATEBMCS,FROMDATEIGT,TODATEIGT,UTCFROMDATEIGT,UTCTODATEIGT,FROMDATEOB,TODATEOB,UTCFROMDATEOB,UTCTODATEOB,FROMDATENONHOST,TODATENONHOST,UTCFROMDATENONHOST,UTCTODATENONHOST,FUNDFROMDATE,FUNDTODATE
2025-06-25,2025-06-25,2025-06-25 06:00:00,2025-06-26 06:00:00,2025-06-24 22:00:00,2025-06-25 22:00:00,2025-06-25 06:00:00,2025-06-26 06:00:00,2025-06-24 22:00:00,2025-06-25 22:00:00,2025-06-25 06:00:00,2025-06-26 06:00:00,2025-06-24 22:00:00,2025-06-25 22:00:00,2025-06-25 06:00:00,2025-06-26 06:00:00,2025-06-24 22:00:00,2025-06-25 22:00:00,,
