LOCID,LOCDISPLAYID,LOCNAME,LOCTYPE,ISIBG,ISGST,PRODUCTNAME,AMOUNT,FLAG,TYPE,ISHQ
53,181202,SPPL - CLEMENTI N3,1,False,False,PaynowQR,0.0,CAS,TF,False
53,181202,SPPL - CLEMENTI N3,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
54,181203,SPPL - CLEMENTI N7,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
54,181203,SPPL - CLEMENTI N7,1,False,False,NETS,0.0,CAS,CL,False
54,181203,SPPL - CLEMENTI N7,1,False,False,Paynow,0.0,CAS,TF,False
54,181203,SPPL - CLEMENTI N7,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
54,181203,SPPL - CLEMENTI N7,1,False,False,PaynowQR,0.0,CAS,TF,False
54,181203,SPPL - CLEMENTI N7,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
55,181401,SPPL - COMMONWEALTH CRESCENT,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
55,181401,SPPL - COMMONWEALTH CRESCENT,1,False,False,NETS,0.0,CAS,CL,False
55,181401,SPPL - COMMONWEALTH CRESCENT,1,False,False,Paynow,0.0,CAS,TF,False
55,181401,SPPL - COMMONWEALTH CRESCENT,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
55,181401,SPPL - COMMONWEALTH CRESCENT,1,False,False,PaynowQR,0.0,CAS,TF,False
55,181401,SPPL - COMMONWEALTH CRESCENT,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
56,182601,SPPL - EMPRESS ROAD,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
56,182601,SPPL - EMPRESS ROAD,1,False,False,NETS,0.0,CAS,CL,False
56,182601,SPPL - EMPRESS ROAD,1,False,False,Paynow,0.0,CAS,TF,False
56,182601,SPPL - EMPRESS ROAD,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
56,182601,SPPL - EMPRESS ROAD,1,False,False,PaynowQR,0.0,CAS,TF,False
56,182601,SPPL - EMPRESS ROAD,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
57,182701,SPPL - GHIM MOH,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
57,182701,SPPL - GHIM MOH,1,False,False,NETS,0.0,CAS,CL,False
57,182701,SPPL - GHIM MOH,1,False,False,Paynow,0.0,CAS,TF,False
57,182701,SPPL - GHIM MOH,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
57,182701,SPPL - GHIM MOH,1,False,False,PaynowQR,0.0,CAS,TF,False
57,182701,SPPL - GHIM MOH,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
58,182702,SPPL - HOLLAND DR,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
58,182702,SPPL - HOLLAND DR,1,False,False,NETS,0.0,CAS,CL,False
58,182702,SPPL - HOLLAND DR,1,False,False,Paynow,0.0,CAS,TF,False
58,182702,SPPL - HOLLAND DR,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
58,182702,SPPL - HOLLAND DR,1,False,False,PaynowQR,0.0,CAS,TF,False
58,182702,SPPL - HOLLAND DR,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
59,186001,SPPL - TEBAN GARDENS,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
59,186001,SPPL - TEBAN GARDENS,1,False,False,NETS,0.0,CAS,CL,False
59,186001,SPPL - TEBAN GARDENS,1,False,False,Paynow,0.0,CAS,TF,False
59,186001,SPPL - TEBAN GARDENS,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
59,186001,SPPL - TEBAN GARDENS,1,False,False,PaynowQR,0.0,CAS,TF,False
59,186001,SPPL - TEBAN GARDENS,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
60,186002,SPPL - JURONG EAST,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
60,186002,SPPL - JURONG EAST,1,False,False,NETS,0.0,CAS,CL,False
60,186002,SPPL - JURONG EAST,1,False,False,Paynow,0.0,CAS,TF,False
60,186002,SPPL - JURONG EAST,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
60,186002,SPPL - JURONG EAST,1,False,False,PaynowQR,0.0,CAS,TF,False
60,186002,SPPL - JURONG EAST,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
61,186190,SPPL - JURONG WEST N5,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
61,186190,SPPL - JURONG WEST N5,1,False,False,NETS,0.0,CAS,CL,False
61,186190,SPPL - JURONG WEST N5,1,False,False,Paynow,0.0,CAS,TF,False
61,186190,SPPL - JURONG WEST N5,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
61,186190,SPPL - JURONG WEST N5,1,False,False,PaynowQR,0.0,CAS,TF,False
61,186190,SPPL - JURONG WEST N5,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
62,186194,SPPL - IMM,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
62,186194,SPPL - IMM,1,False,False,NETS,0.0,CAS,CL,False
62,186194,SPPL - IMM,1,False,False,Paynow,0.0,CAS,TF,False
62,186194,SPPL - IMM,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
62,186194,SPPL - IMM,1,False,False,PaynowQR,0.0,CAS,TF,False
62,186194,SPPL - IMM,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
63,186401,SPPL - JURONG WEST N4,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
63,186401,SPPL - JURONG WEST N4,1,False,False,NETS,0.0,CAS,CL,False
63,186401,SPPL - JURONG WEST N4,1,False,False,Paynow,0.0,CAS,TF,False
63,186401,SPPL - JURONG WEST N4,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
63,186401,SPPL - JURONG WEST N4,1,False,False,PaynowQR,0.0,CAS,TF,False
63,186401,SPPL - JURONG WEST N4,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
64,186402,SPPL - JURONG WEST N2,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
64,186402,SPPL - JURONG WEST N2,1,False,False,NETS,0.0,CAS,CL,False
64,186402,SPPL - JURONG WEST N2,1,False,False,Paynow,0.0,CAS,TF,False
64,186402,SPPL - JURONG WEST N2,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
64,186402,SPPL - JURONG WEST N2,1,False,False,PaynowQR,0.0,CAS,TF,False
64,186402,SPPL - JURONG WEST N2,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
65,186403,SPPL - GEK POH SHOPPING CENTRE,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
65,186403,SPPL - GEK POH SHOPPING CENTRE,1,False,False,NETS,0.0,CAS,CL,False
65,186403,SPPL - GEK POH SHOPPING CENTRE,1,False,False,Paynow,0.0,CAS,TF,False
65,186403,SPPL - GEK POH SHOPPING CENTRE,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
65,186403,SPPL - GEK POH SHOPPING CENTRE,1,False,False,PaynowQR,0.0,CAS,TF,False
65,186403,SPPL - GEK POH SHOPPING CENTRE,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
66,186501,SPPL - BUKIT BATOK N3,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
66,186501,SPPL - BUKIT BATOK N3,1,False,False,NETS,0.0,CAS,CL,False
66,186501,SPPL - BUKIT BATOK N3,1,False,False,Paynow,0.0,CAS,TF,False
66,186501,SPPL - BUKIT BATOK N3,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
66,186501,SPPL - BUKIT BATOK N3,1,False,False,PaynowQR,0.0,CAS,TF,False
66,186501,SPPL - BUKIT BATOK N3,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
67,186502,SPPL - BUKIT GOMBAK,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
67,186502,SPPL - BUKIT GOMBAK,1,False,False,NETS,0.0,CAS,CL,False
67,186502,SPPL - BUKIT GOMBAK,1,False,False,Paynow,0.0,CAS,TF,False
67,186502,SPPL - BUKIT GOMBAK,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
67,186502,SPPL - BUKIT GOMBAK,1,False,False,PaynowQR,0.0,CAS,TF,False
67,186502,SPPL - BUKIT GOMBAK,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
68,186503,SPPL - BUKIT BATOK CENTRAL,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
68,186503,SPPL - BUKIT BATOK CENTRAL,1,False,False,NETS,0.0,CAS,CL,False
68,186503,SPPL - BUKIT BATOK CENTRAL,1,False,False,Paynow,0.0,CAS,TF,False
68,186503,SPPL - BUKIT BATOK CENTRAL,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
68,186503,SPPL - BUKIT BATOK CENTRAL,1,False,False,PaynowQR,0.0,CAS,TF,False
68,186503,SPPL - BUKIT BATOK CENTRAL,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
69,193101,SPPL - TOA PAYOH LOR 1,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
69,193101,SPPL - TOA PAYOH LOR 1,1,False,False,NETS,0.0,CAS,CL,False
69,193101,SPPL - TOA PAYOH LOR 1,1,False,False,Paynow,0.0,CAS,TF,False
69,193101,SPPL - TOA PAYOH LOR 1,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
69,193101,SPPL - TOA PAYOH LOR 1,1,False,False,PaynowQR,0.0,CAS,TF,False
69,193101,SPPL - TOA PAYOH LOR 1,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
70,193102,SPPL - TOA PAYOH LOR 8,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
70,193102,SPPL - TOA PAYOH LOR 8,1,False,False,NETS,0.0,CAS,CL,False
70,193102,SPPL - TOA PAYOH LOR 8,1,False,False,Paynow,0.0,CAS,TF,False
70,193102,SPPL - TOA PAYOH LOR 8,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
70,193102,SPPL - TOA PAYOH LOR 8,1,False,False,PaynowQR,0.0,CAS,TF,False
70,193102,SPPL - TOA PAYOH LOR 8,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
71,193103,SPPL - TOA PAYOH LOR 4,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
71,193103,SPPL - TOA PAYOH LOR 4,1,False,False,NETS,0.0,CAS,CL,False
71,193103,SPPL - TOA PAYOH LOR 4,1,False,False,Paynow,0.0,CAS,TF,False
71,193103,SPPL - TOA PAYOH LOR 4,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
71,193103,SPPL - TOA PAYOH LOR 4,1,False,False,PaynowQR,0.0,CAS,TF,False
71,193103,SPPL - TOA PAYOH LOR 4,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
72,193201,SPPL - BALESTIER ROAD,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
72,193201,SPPL - BALESTIER ROAD,1,False,False,NETS,0.0,CAS,CL,False
72,193201,SPPL - BALESTIER ROAD,1,False,False,Paynow,0.0,CAS,TF,False
72,193201,SPPL - BALESTIER ROAD,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
72,193201,SPPL - BALESTIER ROAD,1,False,False,PaynowQR,0.0,CAS,TF,False
72,193201,SPPL - BALESTIER ROAD,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
73,193202,SPPL - WHAMPOA DRIVE,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
73,193202,SPPL - WHAMPOA DRIVE,1,False,False,NETS,0.0,CAS,CL,False
73,193202,SPPL - WHAMPOA DRIVE,1,False,False,Paynow,0.0,CAS,TF,False
73,193202,SPPL - WHAMPOA DRIVE,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
73,193202,SPPL - WHAMPOA DRIVE,1,False,False,PaynowQR,0.0,CAS,TF,False
73,193202,SPPL - WHAMPOA DRIVE,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
74,193501,SPPL - POTONG PASIR,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
74,193501,SPPL - POTONG PASIR,1,False,False,NETS,0.0,CAS,CL,False
74,193501,SPPL - POTONG PASIR,1,False,False,Paynow,0.0,CAS,TF,False
74,193501,SPPL - POTONG PASIR,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
74,193501,SPPL - POTONG PASIR,1,False,False,PaynowQR,0.0,CAS,TF,False
74,193501,SPPL - POTONG PASIR,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
75,193701,SPPL - 64 CIRCUIT RD,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
75,193701,SPPL - 64 CIRCUIT RD,1,False,False,NETS,0.0,CAS,CL,False
75,193701,SPPL - 64 CIRCUIT RD,1,False,False,Paynow,0.0,CAS,TF,False
75,193701,SPPL - 64 CIRCUIT RD,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
75,193701,SPPL - 64 CIRCUIT RD,1,False,False,PaynowQR,0.0,CAS,TF,False
75,193701,SPPL - 64 CIRCUIT RD,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
76,193702,SPPL - 88 CIRCUIT ROAD,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
76,193702,SPPL - 88 CIRCUIT ROAD,1,False,False,NETS,0.0,CAS,CL,False
76,193702,SPPL - 88 CIRCUIT ROAD,1,False,False,Paynow,0.0,CAS,TF,False
76,193702,SPPL - 88 CIRCUIT ROAD,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
76,193702,SPPL - 88 CIRCUIT ROAD,1,False,False,PaynowQR,0.0,CAS,TF,False
76,193702,SPPL - 88 CIRCUIT ROAD,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
77,195501,SPPL - SERANGOON CENTRAL,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
77,195501,SPPL - SERANGOON CENTRAL,1,False,False,NETS,0.0,CAS,CL,False
77,195501,SPPL - SERANGOON CENTRAL,1,False,False,Paynow,0.0,CAS,TF,False
77,195501,SPPL - SERANGOON CENTRAL,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
77,195501,SPPL - SERANGOON CENTRAL,1,False,False,PaynowQR,0.0,CAS,TF,False
77,195501,SPPL - SERANGOON CENTRAL,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
78,195601,SPPL - ANG MO KIO N2,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
78,195601,SPPL - ANG MO KIO N2,1,False,False,NETS,0.0,CAS,CL,False
78,195601,SPPL - ANG MO KIO N2,1,False,False,Paynow,0.0,CAS,TF,False
78,195601,SPPL - ANG MO KIO N2,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
78,195601,SPPL - ANG MO KIO N2,1,False,False,PaynowQR,0.0,CAS,TF,False
78,195601,SPPL - ANG MO KIO N2,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
79,195602,SPPL - ANG MO KIO N4,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
79,195602,SPPL - ANG MO KIO N4,1,False,False,NETS,0.0,CAS,CL,False
79,195602,SPPL - ANG MO KIO N4,1,False,False,Paynow,0.0,CAS,TF,False
79,195602,SPPL - ANG MO KIO N4,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
79,195602,SPPL - ANG MO KIO N4,1,False,False,PaynowQR,0.0,CAS,TF,False
79,195602,SPPL - ANG MO KIO N4,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
80,195603,SPPL - ANG MO KIO N6,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
80,195603,SPPL - ANG MO KIO N6,1,False,False,NETS,0.0,CAS,CL,False
80,195603,SPPL - ANG MO KIO N6,1,False,False,Paynow,0.0,CAS,TF,False
80,195603,SPPL - ANG MO KIO N6,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
80,195603,SPPL - ANG MO KIO N6,1,False,False,PaynowQR,0.0,CAS,TF,False
80,195603,SPPL - ANG MO KIO N6,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
81,195604,SPPL - ANG MO KIO N7,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
81,195604,SPPL - ANG MO KIO N7,1,False,False,NETS,0.0,CAS,CL,False
81,195604,SPPL - ANG MO KIO N7,1,False,False,Paynow,0.0,CAS,TF,False
81,195604,SPPL - ANG MO KIO N7,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
81,195604,SPPL - ANG MO KIO N7,1,False,False,PaynowQR,0.0,CAS,TF,False
81,195604,SPPL - ANG MO KIO N7,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
82,195605,SPPL - ANG MO KIO N2A,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
82,195605,SPPL - ANG MO KIO N2A,1,False,False,NETS,0.0,CAS,CL,False
82,195605,SPPL - ANG MO KIO N2A,1,False,False,Paynow,0.0,CAS,TF,False
82,195605,SPPL - ANG MO KIO N2A,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
82,195605,SPPL - ANG MO KIO N2A,1,False,False,PaynowQR,0.0,CAS,TF,False
82,195605,SPPL - ANG MO KIO N2A,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
83,195701,SPPL - BISHAN N1,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
83,195701,SPPL - BISHAN N1,1,False,False,NETS,0.0,CAS,CL,False
83,195701,SPPL - BISHAN N1,1,False,False,Paynow,0.0,CAS,TF,False
83,195701,SPPL - BISHAN N1,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
83,195701,SPPL - BISHAN N1,1,False,False,PaynowQR,0.0,CAS,TF,False
83,195701,SPPL - BISHAN N1,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
84,195702,SPPL - BISHAN N2,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
84,195702,SPPL - BISHAN N2,1,False,False,NETS,0.0,CAS,CL,False
84,195702,SPPL - BISHAN N2,1,False,False,Paynow,0.0,CAS,TF,False
84,195702,SPPL - BISHAN N2,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
84,195702,SPPL - BISHAN N2,1,False,False,PaynowQR,0.0,CAS,TF,False
84,195702,SPPL - BISHAN N2,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
85,008888,LIVEWIRE - SINGAPORE POOLS,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,True
85,008888,LIVEWIRE - SINGAPORE POOLS,1,False,False,NETS,0.0,CAS,CL,True
85,008888,LIVEWIRE - SINGAPORE POOLS,1,False,False,Paynow,0.0,CAS,TF,True
85,008888,LIVEWIRE - SINGAPORE POOLS,1,False,False,Paynow [+trans fee],0.0,CAS,CL,True
85,008888,LIVEWIRE - SINGAPORE POOLS,1,False,False,PaynowQR,0.0,CAS,TF,True
85,008888,LIVEWIRE - SINGAPORE POOLS,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,True
86,177193,SPORTS BUZZ @ KRANJI,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
86,177193,SPORTS BUZZ @ KRANJI,1,False,False,NETS,0.0,CAS,CL,False
86,177193,SPORTS BUZZ @ KRANJI,1,False,False,Paynow,0.0,CAS,TF,False
86,177193,SPORTS BUZZ @ KRANJI,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
86,177193,SPORTS BUZZ @ KRANJI,1,False,False,PaynowQR,0.0,CAS,TF,False
86,177193,SPORTS BUZZ @ KRANJI,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
87,280101,LIVEWIRE@MBS,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
87,280101,LIVEWIRE@MBS,1,False,False,NETS,0.0,CAS,CL,False
87,280101,LIVEWIRE@MBS,1,False,False,Paynow,0.0,CAS,TF,False
87,280101,LIVEWIRE@MBS,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
87,280101,LIVEWIRE@MBS,1,False,False,PaynowQR,0.0,CAS,TF,False
87,280101,LIVEWIRE@MBS,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
88,280901,LIVEWIRE@RWS,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
88,280901,LIVEWIRE@RWS,1,False,False,NETS,0.0,CAS,CL,False
88,280901,LIVEWIRE@RWS,1,False,False,Paynow,0.0,CAS,TF,False
88,280901,LIVEWIRE@RWS,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
88,280901,LIVEWIRE@RWS,1,False,False,PaynowQR,0.0,CAS,TF,False
88,280901,LIVEWIRE@RWS,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
93,211600,OCB - Bedok Centre,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
93,211600,OCB - Bedok Centre,1,False,False,NETS,0.0,CAS,CL,False
93,211600,OCB - Bedok Centre,1,False,False,Paynow,0.0,CAS,TF,False
93,211600,OCB - Bedok Centre,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
93,211600,OCB - Bedok Centre,1,False,False,PaynowQR,0.0,CAS,TF,False
93,211600,OCB - Bedok Centre,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
94,212000,OCB - Bukit Merah,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
94,212000,OCB - Bukit Merah,1,False,False,NETS,0.0,CAS,CL,False
94,212000,OCB - Bukit Merah,1,False,False,Paynow,0.0,CAS,TF,False
94,212000,OCB - Bukit Merah,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
94,212000,OCB - Bukit Merah,1,False,False,PaynowQR,0.0,CAS,TF,False
94,212000,OCB - Bukit Merah,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
95,212200,OCB - China Square,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
95,212200,OCB - China Square,1,False,False,NETS,0.0,CAS,CL,False
95,212200,OCB - China Square,1,False,False,Paynow,0.0,CAS,TF,False
95,212200,OCB - China Square,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
95,212200,OCB - China Square,1,False,False,PaynowQR,0.0,CAS,TF,False
95,212200,OCB - China Square,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
96,212100,OCB - Majestic ,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
96,212100,OCB - Majestic ,1,False,False,NETS,0.0,CAS,CL,False
96,212100,OCB - Majestic ,1,False,False,Paynow,0.0,CAS,TF,False
96,212100,OCB - Majestic ,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
96,212100,OCB - Majestic ,1,False,False,PaynowQR,0.0,CAS,TF,False
96,212100,OCB - Majestic ,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
97,211800,OCB - Rangoon,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
97,211800,OCB - Rangoon,1,False,False,NETS,0.0,CAS,CL,False
97,211800,OCB - Rangoon,1,False,False,Paynow,0.0,CAS,TF,False
97,211800,OCB - Rangoon,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
97,211800,OCB - Rangoon,1,False,False,PaynowQR,0.0,CAS,TF,False
97,211800,OCB - Rangoon,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
98,211300,OCB - Serangoon Avenue 3,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
98,211300,OCB - Serangoon Avenue 3,1,False,False,NETS,0.0,CAS,CL,False
98,211300,OCB - Serangoon Avenue 3,1,False,False,Paynow,0.0,CAS,TF,False
98,211300,OCB - Serangoon Avenue 3,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
98,211300,OCB - Serangoon Avenue 3,1,False,False,PaynowQR,0.0,CAS,TF,False
98,211300,OCB - Serangoon Avenue 3,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
99,212400,OCB - Jurong East,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
99,212400,OCB - Jurong East,1,False,False,NETS,0.0,CAS,CL,False
99,212400,OCB - Jurong East,1,False,False,Paynow,0.0,CAS,TF,False
99,212400,OCB - Jurong East,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
99,212400,OCB - Jurong East,1,False,False,PaynowQR,0.0,CAS,TF,False
99,212400,OCB - Jurong East,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
100,221000,OCB- Holland Drive,1,False,False,CASHCARD/Flashpay,0.0,CAS,CL,False
100,221000,OCB- Holland Drive,1,False,False,NETS,0.0,CAS,CL,False
100,221000,OCB- Holland Drive,1,False,False,Paynow,0.0,CAS,TF,False
100,221000,OCB- Holland Drive,1,False,False,Paynow [+trans fee],0.0,CAS,CL,False
100,221000,OCB- Holland Drive,1,False,False,PaynowQR,0.0,CAS,TF,False
100,221000,OCB- Holland Drive,1,False,False,PaynowQR [+trans fee],0.0,CAS,CL,False
104,000807,NTUC Fairprice Tanjong Pagar a,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
104,000807,NTUC Fairprice Tanjong Pagar a,2,True,False,NETS,0.0,CAS,CL,False
104,000807,NTUC Fairprice Tanjong Pagar a,2,True,False,Paynow,0.0,CAS,TF,False
104,000807,NTUC Fairprice Tanjong Pagar a,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
104,000807,NTUC Fairprice Tanjong Pagar a,2,True,False,PaynowQR,0.0,CAS,TF,False
104,000807,NTUC Fairprice Tanjong Pagar a,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
105,001006,NTUC Fairprice Telok Blangah,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
105,001006,NTUC Fairprice Telok Blangah,2,True,False,NETS,0.0,CAS,CL,False
105,001006,NTUC Fairprice Telok Blangah,2,True,False,Paynow,0.0,CAS,TF,False
105,001006,NTUC Fairprice Telok Blangah,2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
105,001006,NTUC Fairprice Telok Blangah,2,True,False,PaynowQR,0.0,CAS,TF,False
105,001006,NTUC Fairprice Telok Blangah,2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
106,001211,NTUC Fairprice Clementi Ave 2 (B),2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
106,001211,NTUC Fairprice Clementi Ave 2 (B),2,True,False,NETS,0.0,CAS,CL,False
106,001211,NTUC Fairprice Clementi Ave 2 (B),2,True,False,Paynow,0.0,CAS,TF,False
106,001211,NTUC Fairprice Clementi Ave 2 (B),2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
106,001211,NTUC Fairprice Clementi Ave 2 (B),2,True,False,PaynowQR,0.0,CAS,TF,False
106,001211,NTUC Fairprice Clementi Ave 2 (B),2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
107,001214,NTUC Fairprice Clementi Ave 3 (A),2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
107,001214,NTUC Fairprice Clementi Ave 3 (A),2,True,False,NETS,0.0,CAS,CL,False
107,001214,NTUC Fairprice Clementi Ave 3 (A),2,True,False,Paynow,0.0,CAS,TF,False
107,001214,NTUC Fairprice Clementi Ave 3 (A),2,True,False,Paynow [+trans fee],0.0,CAS,CL,False
107,001214,NTUC Fairprice Clementi Ave 3 (A),2,True,False,PaynowQR,0.0,CAS,TF,False
107,001214,NTUC Fairprice Clementi Ave 3 (A),2,True,False,PaynowQR [+trans fee],0.0,CAS,CL,False
108,001417,NTUC FairPrice Dawson,2,True,False,CASHCARD/Flashpay,0.0,CAS,CL,False
108,001417,NTUC FairPrice Dawson,2,True,False,NETS,0.0,CAS,CL,False
